time_offset, x, y, speed
528.000000,502347.099782,457760.011292,4.255918
529.000000,502349.965969,457756.364290,3.769185
530.000000,502353.046071,457752.571763,4.250930
531.000000,502356.939566,457747.956185,4.673220
532.000000,502360.511746,457742.533919,5.012392
533.000000,502363.844093,457736.658762,5.529576
534.000000,502367.583838,457730.423616,5.951058
535.000000,502371.329372,457724.790756,5.873643
536.000000,502375.304249,457718.915866,6.084412
537.000000,502378.633598,457713.671430,5.813124
538.000000,502382.271906,457708.567967,5.615557
539.000000,502385.568504,457703.007519,5.460328
540.000000,502388.190244,457696.593297,5.758240
541.000000,502390.889962,457690.178231,6.008982
542.000000,502394.278865,457683.769302,6.355048
543.000000,502397.371422,457678.280705,6.107966
544.000000,502400.943815,457673.078084,6.122972
545.000000,502404.189849,457668.128763,5.762019
546.000000,502407.274716,457663.257178,5.568784
547.000000,502410.292571,457658.333322,5.544746
548.000000,502413.889872,457653.274004,5.667715
549.000000,502416.327592,457649.794838,4.456381
550.000000,502419.593870,457645.945158,4.778458
551.000000,502422.165310,457642.087595,4.631184
552.000000,502425.283000,457636.088676,5.659688
553.000000,502428.211063,457630.504977,5.625007
554.000000,502431.589061,457625.835857,5.573264
555.000000,502435.885543,457621.490443,5.695403
556.000000,502440.216279,457616.770454,5.924611
557.000000,502445.075838,457611.811814,6.158096
558.000000,502449.116681,457605.648086,6.658405
559.000000,502452.901866,457600.132000,6.082958
560.000000,502456.454991,457596.269708,5.587140
561.000000,502460.234440,457592.400944,5.362593
562.000000,502464.080615,457588.461595,5.172798
563.000000,502467.419052,457584.572257,5.130712
564.000000,502469.534479,457582.807507,3.397634
565.000000,502471.521676,457580.502268,3.329004
566.000000,502472.859124,457578.585577,2.604593
567.000000,502475.251172,457575.160078,3.519619
568.000000,502477.304441,457572.597733,3.105669
569.000000,502479.279716,457570.516543,2.873894
570.000000,502482.304607,457569.026387,2.895992
571.000000,502484.831591,457567.980043,2.636560
572.000000,502488.024695,457564.934847,3.777434
573.000000,502490.738584,457561.231682,3.961582
574.000000,502493.741790,457556.530043,4.686692
575.000000,502495.732258,457550.953263,5.137665
576.000000,502497.995478,457546.145155,4.954650
577.000000,502500.602734,457541.130745,5.111760
578.000000,502503.367769,457536.725184,5.148294
579.000000,502506.471068,457531.215630,5.664038
580.000000,502509.983796,457526.623431,5.258548
581.000000,502513.287314,457521.862969,5.366031
582.000000,502516.396659,457517.625206,5.249036
583.000000,502519.963409,457513.545433,4.933452
584.000000,502522.714100,457509.019282,4.991353
585.000000,502525.460907,457504.774452,4.843163
586.000000,502527.800682,457500.069171,5.018076
587.000000,502529.968424,457494.407463,5.441955
588.000000,502531.652617,457491.263726,4.093196
589.000000,502533.577894,457486.978989,4.700002
590.000000,502536.240532,457481.314493,5.383310
591.000000,502539.243148,457475.262964,5.878138
592.000000,502542.358081,457469.223027,5.795898
593.000000,502544.743509,457464.709871,5.146582
594.000000,502547.547530,457459.205606,5.601208
595.000000,502549.983037,457453.317078,5.881801
596.000000,502553.571771,457448.464169,5.590085
597.000000,502557.289012,457444.959153,5.003492
598.000000,502561.280255,457440.498295,5.256812
599.000000,502564.729118,457436.394479,5.075873
600.000000,502567.911797,457432.444489,4.896758
601.000000,502571.402512,457429.097130,4.626423
602.000000,502574.562283,457426.118433,4.172986
603.000000,502577.229577,457422.545426,4.814048
604.000000,502580.321463,457417.874676,5.457403
605.000000,502583.950366,457413.480311,5.595220
606.000000,502586.777241,457408.868183,5.286282
607.000000,502590.021182,457405.313345,4.669702
608.000000,502594.077573,457402.692828,4.692477
609.000000,502597.782517,457399.274220,4.930924
610.000000,502601.724888,457395.400964,5.064814
611.000000,502605.005957,457392.163162,4.673847
612.000000,502608.479413,457389.699619,4.485380
613.000000,502612.324026,457386.875815,4.721434
614.000000,502615.674310,457383.909344,4.818918
615.000000,502618.114164,457381.728881,4.232221
616.000000,502620.995748,457378.327457,4.943286
617.000000,502624.074784,457373.702336,5.416490
618.000000,502626.931345,457370.120042,4.983435
619.000000,502629.842451,457366.316895,4.979690
620.000000,502632.720901,457363.100039,4.586616
621.000000,502635.134648,457360.160639,4.532249
622.000000,502637.840017,457357.163364,4.399163
623.000000,502640.674934,457354.169650,4.300206
624.000000,502642.948789,457351.937633,3.938462
625.000000,502645.160521,457348.570571,4.230679
626.000000,502647.194605,457345.427258,4.106589
627.000000,502649.229918,457341.725172,4.200687
