time_offset,timestamp,gps_time,lat,long,alt,speed,bearing,osx,osy
0.002293825149536133,1680680774.138364,2023-04-05T08:20:05.000Z,54.0007913,-0.4323465,0.0,0.038,155.6413,502853,457221
1.0022954940795898,1680680775.1383657,2023-04-05T08:20:06.000Z,54.0007913,-0.4323507,0.0,0.011,155.6413,502853,457221
2.002295970916748,1680680776.1383662,2023-04-05T08:20:07.000Z,54.0007977,-0.4323501,31.674,0.084,155.6413,502853,457222
3.0022969245910645,1680680777.1383672,2023-04-05T08:20:08.000Z,54.0007997,-0.4323506,31.952,0.033,155.6413,502853,457222
4.002298593521118,1680680778.1383688,2023-04-05T08:20:09.000Z,54.0008018,-0.4323508,32.08,0.168,155.6413,502853,457223
5.002298593521118,1680680779.1383688,2023-04-05T08:20:10.000Z,54.000801,-0.4323578,0.0,0.331,155.6413,502852,457222
6.002300024032593,1680680780.1383703,2023-04-05T08:20:11.000Z,54.000796,-0.4323626,0.0,0.255,155.6413,502852,457222
7.0023016929626465,1680680781.138372,2023-04-05T08:20:12.000Z,54.0007918,-0.4323628,0.0,0.208,155.6413,502852,457221
8.002301931381226,1680680782.1383722,2023-04-05T08:20:13.000Z,54.0007901,-0.4323621,0.0,0.141,155.6413,502852,457221
9.002302169799805,1680680783.1383724,2023-04-05T08:20:14.000Z,54.0007894,-0.4323615,0.0,0.099,155.6413,502852,457221
10.002302408218384,1680680784.1383727,2023-04-05T08:20:15.000Z,54.0007898,-0.4323498,0.0,0.481,155.6413,502853,457221
11.002302885055542,1680680785.1383731,2023-04-05T08:20:16.000Z,54.0007889,-0.4323497,0.0,0.035,155.6413,502853,457221
12.0023033618927,1680680786.1383736,2023-04-05T08:20:17.000Z,54.0007923,-0.4323545,0.0,0.456,155.6413,502853,457221
14.00230622291565,1680680788.1383765,2023-04-05T08:20:19.000Z,54.0008032,-0.4323819,0.0,1.429,223.3883,502851,457223
15.002307176589966,1680680789.1383774,2023-04-05T08:20:20.000Z,54.0008077,-0.4324048,0.0,1.669,242.6412,502849,457223
16.0023090839386,1680680790.1383793,2023-04-05T08:20:21.000Z,54.0008182,-0.4324348,0.0,2.212,274.2608,502847,457224
17.0023090839386,1680680791.1383793,2023-04-05T08:20:22.000Z,54.0008294,-0.4324774,0.0,2.825,287.796,502845,457225
18.002310514450073,1680680792.1383808,2023-04-05T08:20:23.000Z,54.0008459,-0.4325324,23.008,3.667,292.7501,502841,457227
19.00231146812439,1680680793.1383817,2023-04-05T08:20:24.000Z,54.0008691,-0.4325826,22.969,4.07,300.0139,502838,457230
20.002312660217285,1680680794.138383,2023-04-05T08:20:25.000Z,54.0008926,-0.4326297,23.032,3.953,305.255,502834,457232
21.0023136138916,1680680795.1383839,2023-04-05T08:20:26.000Z,54.0009228,-0.4326744,23.012,4.359,315.286,502831,457236
22.002314567565918,1680680796.1383848,2023-04-05T08:20:27.000Z,54.0009529,-0.4327217,22.976,4.724,318.6904,502828,457239
23.002315759658813,1680680797.138386,2023-04-05T08:20:28.000Z,54.0009688,-0.43277,22.936,4.011,316.3093,502825,457241
24.00231647491455,1680680798.1383867,2023-04-05T08:20:29.000Z,54.0009939,-0.4328242,22.944,4.607,312.0714,502821,457243
25.00231671333313,1680680799.138387,2023-04-05T08:20:30.000Z,54.0010252,-0.4328708,22.937,4.675,315.7656,502818,457247
26.002317428588867,1680680800.1383877,2023-04-05T08:20:31.000Z,54.0010624,-0.4329016,0.0,4.481,321.5825,502816,457251
27.002317667007446,1680680801.138388,2023-04-05T08:20:32.000Z,54.0010973,-0.4329302,0.0,4.254,326.6657,502814,457255
28.002317905426025,1680680802.1383882,2023-04-05T08:20:33.000Z,54.0011319,-0.4329599,0.0,4.15,328.637,502812,457258
29.002318143844604,1680680803.1383884,2023-04-05T08:20:34.000Z,54.0011614,-0.4329941,0.0,3.949,327.9147,502810,457262
30.0023193359375,1680680804.1383896,2023-04-05T08:20:35.000Z,54.0011911,-0.4330198,0.0,3.569,328.9764,502808,457265
31.002320289611816,1680680805.1383905,2023-04-05T08:20:36.000Z,54.0012221,-0.4330468,20.914,3.544,330.0524,502806,457268
32.00232172012329,1680680806.138392,2023-04-05T08:20:37.000Z,54.0012515,-0.4330697,20.65,3.449,331.6415,502805,457272
33.00232267379761,1680680807.138393,2023-04-05T08:20:38.000Z,54.0012794,-0.4330974,20.54,3.56,330.3456,502803,457275
34.00232434272766,1680680808.1383946,2023-04-05T08:20:39.000Z,54.0013079,-0.4331149,20.607,3.287,334.2252,502802,457278
35.00232458114624,1680680809.1383948,2023-04-05T08:20:40.000Z,54.0013273,-0.4331498,20.614,2.907,325.1897,502799,457280
36.0023250579834,1680680810.1383953,2023-04-05T08:20:41.000Z,54.001353,-0.4331756,20.657,3.077,328.9159,502798,457283
37.00232648849487,1680680811.1383967,2023-04-05T08:20:42.000Z,54.0013787,-0.4332001,20.371,3.075,329.6398,502796,457285
38.00232648849487,1680680812.1383967,2023-04-05T08:20:43.000Z,54.0014055,-0.433217,19.6,3.027,339.2553,502795,457288
39.00232744216919,1680680813.1383977,2023-04-05T08:20:44.000Z,54.0014217,-0.4332411,18.999,1.626,335.1707,502793,457290
40.00232768058777,1680680814.138398,2023-04-05T08:20:45.000Z,54.0014546,-0.4332146,19.459,4.018,26.8842,502795,457294
41.00232791900635,1680680815.1383982,2023-04-05T08:20:46.000Z,54.0014826,-0.4331623,19.621,4.303,33.959,502798,457297
42.00232934951782,1680680816.1383996,2023-04-05T08:20:47.000Z,54.0015093,-0.4331157,20.164,4.514,48.4994,502801,457300
43.00233030319214,1680680817.1384006,2023-04-05T08:20:48.000Z,54.0015305,-0.4330609,20.767,4.332,56.5792,502805,457303
44.0023307800293,1680680818.138401,2023-04-05T08:20:49.000Z,54.0015534,-0.432999,21.766,4.368,59.9095,502809,457305
45.0023307800293,1680680819.138401,2023-04-05T08:20:50.000Z,54.0015751,-0.4329379,22.537,4.573,61.6851,502813,457308
46.00233221054077,1680680820.1384025,2023-04-05T08:20:51.000Z,54.0015982,-0.4328734,24.23,4.718,63.605,502817,457310
47.002333641052246,1680680821.138404,2023-04-05T08:20:52.000Z,54.0016173,-0.4328042,27.046,4.637,68.182,502821,457313
48.002333641052246,1680680822.138404,2023-04-05T08:20:53.000Z,54.0016342,-0.432731,30.12,4.744,72.558,502826,457315
49.00233459472656,1680680823.1384048,2023-04-05T08:20:54.000Z,54.0016514,-0.4326584,35.589,4.307,76.4771,502831,457317
50.00233483314514,1680680824.138405,2023-04-05T08:20:55.000Z,54.0016659,-0.4325831,41.945,4.403,82.0528,502836,457318
51.002336263656616,1680680825.1384065,2023-04-05T08:20:56.000Z,54.0016571,-0.4325205,32.362,5.499,76.1174,502840,457317
52.002336502075195,1680680826.1384068,2023-04-05T08:20:57.000Z,54.001672,-0.4324441,32.058,5.092,73.2412,502845,457319
53.00233745574951,1680680827.1384077,2023-04-05T08:20:58.000Z,54.0016922,-0.4323683,32.226,5.391,70.2383,502850,457322
54.00233817100525,1680680828.1384084,2023-04-05T08:20:59.000Z,54.001715,-0.4322946,32.402,5.399,64.7876,502854,457324
55.002339363098145,1680680829.1384096,2023-04-05T08:21:00.000Z,54.0017398,-0.4322202,32.595,5.467,62.8047,502859,457327
56.00234079360962,1680680830.138411,2023-04-05T08:21:01.000Z,54.0017574,-0.4321526,32.722,4.724,65.2269,502864,457329
57.0023410320282,1680680831.1384113,2023-04-05T08:21:02.000Z,54.0017791,-0.4320844,32.903,4.933,63.5162,502868,457332
58.002341508865356,1680680832.1384118,2023-04-05T08:21:03.000Z,54.0018021,-0.4320165,32.993,5.065,62.0558,502872,457334
59.00234270095825,1680680833.138413,2023-04-05T08:21:04.000Z,54.0018256,-0.4319472,33.068,5.158,61.3813,502877,457337
60.002344369888306,1680680834.1384146,2023-04-05T08:21:05.000Z,54.0018527,-0.4318757,33.217,5.343,60.364,502882,457340
61.00234508514404,1680680835.1384153,2023-04-05T08:21:06.000Z,54.0018761,-0.4318085,33.304,5.17,59.9591,502886,457343
62.00234627723694,1680680836.1384165,2023-04-05T08:21:07.000Z,54.0019056,-0.4317389,33.387,5.284,57.6564,502890,457346
63.002347469329834,1680680837.1384177,2023-04-05T08:21:08.000Z,54.0019381,-0.4316713,32.609,5.443,53.9419,502895,457350
64.00234866142273,1680680838.138419,2023-04-05T08:21:09.000Z,54.0019706,-0.431608,32.686,5.326,51.3551,502899,457354
65.00234961509705,1680680839.1384199,2023-04-05T08:21:10.000Z,54.002008,-0.4315589,32.716,5.002,44.7711,502902,457358
66.00235056877136,1680680840.1384208,2023-04-05T08:21:11.000Z,54.002044,-0.4315076,31.863,5.085,41.9847,502905,457362
67.00235080718994,1680680841.138421,2023-04-05T08:21:12.000Z,54.0020892,-0.4314574,31.952,5.254,38.2402,502908,457367
68.00235247612,1680680842.1384227,2023-04-05T08:21:13.000Z,54.0021312,-0.431408,32.0,5.272,36.4784,502911,457372
69.00235366821289,1680680843.138424,2023-04-05T08:21:14.000Z,54.0021657,-0.4313603,31.163,5.044,36.5598,502915,457376
70.00235414505005,1680680844.1384244,2023-04-05T08:21:15.000Z,54.0022037,-0.431328,31.175,4.725,32.3566,502917,457380
71.00235486030579,1680680845.138425,2023-04-05T08:21:16.000Z,54.0022482,-0.4312934,31.239,4.977,28.5198,502919,457385
72.0023558139801,1680680846.138426,2023-04-05T08:21:17.000Z,54.0022936,-0.4312552,29.871,5.251,27.4766,502921,457390
73.00235676765442,1680680847.138427,2023-04-05T08:21:18.000Z,54.0023374,-0.4312129,28.493,5.404,29.1248,502924,457395
74.0023581981659,1680680848.1384284,2023-04-05T08:21:19.000Z,54.0023798,-0.4311636,27.722,5.552,31.8598,502927,457400
75.00235843658447,1680680849.1384287,2023-04-05T08:21:20.000Z,54.0024213,-0.4311098,27.167,5.672,35.4846,502930,457405
76.00236010551453,1680680850.1384304,2023-04-05T08:21:21.000Z,54.0024612,-0.4310524,26.865,5.695,38.8057,502934,457409
77.00236177444458,1680680851.138432,2023-04-05T08:21:22.000Z,54.0025045,-0.4309958,26.498,5.906,38.7235,502938,457414
78.00236296653748,1680680852.1384332,2023-04-05T08:21:23.000Z,54.0025484,-0.4309412,26.219,5.955,37.585,502941,457419
79.00236439704895,1680680853.1384346,2023-04-05T08:21:24.000Z,54.0025923,-0.4308862,25.954,5.935,37.6493,502945,457424
80.00236558914185,1680680854.1384358,2023-04-05T08:21:25.000Z,54.0026323,-0.430835,25.781,5.61,37.4516,502948,457428
81.00236654281616,1680680855.1384368,2023-04-05T08:21:26.000Z,54.0026731,-0.4307792,25.648,5.589,38.4941,502951,457433
82.00236678123474,1680680856.138437,2023-04-05T08:21:27.000Z,54.0027094,-0.430728,25.466,5.367,39.1854,502955,457437
83.0023684501648,1680680857.1384387,2023-04-05T08:21:28.000Z,54.0027406,-0.4306871,25.293,4.84,37.822,502957,457441
84.00236940383911,1680680858.1384397,2023-04-05T08:21:29.000Z,54.0027803,-0.4306377,25.334,5.075,37.4824,502960,457445
85.00237107276917,1680680859.1384413,2023-04-05T08:21:30.000Z,54.0028229,-0.430584,25.53,5.202,36.5955,502964,457450
86.00237250328064,1680680860.1384428,2023-04-05T08:21:31.000Z,54.0028576,-0.4305353,25.604,5.041,37.3598,502967,457454
87.00237393379211,1680680861.1384442,2023-04-05T08:21:32.000Z,54.0028914,-0.430494,25.6,4.88,37.3116,502969,457458
88.00237441062927,1680680862.1384447,2023-04-05T08:21:33.000Z,54.0029217,-0.43046,25.815,4.494,36.345,502972,457461
89.00237584114075,1680680863.138446,2023-04-05T08:21:34.000Z,54.0029506,-0.4304196,26.217,4.294,37.3012,502974,457464
90.00237584114075,1680680864.138446,2023-04-05T08:21:35.000Z,54.002971,-0.4303818,26.761,3.725,39.2472,502977,457467
91.00237584114075,1680680865.138446,2023-04-05T08:21:36.000Z,54.0029979,-0.4303514,27.288,3.487,38.4729,502979,457470
92.00237679481506,1680680866.138447,2023-04-05T08:21:37.000Z,54.0030376,-0.4303482,28.142,3.4,23.4649,502979,457474
93.0023787021637,1680680867.138449,2023-04-05T08:21:38.000Z,54.0030782,-0.4303568,29.365,3.578,3.8443,502978,457479
94.00238037109375,1680680868.1384506,2023-04-05T08:21:39.000Z,54.0031166,-0.430356,30.842,3.847,357.9895,502978,457483
95.00238084793091,1680680869.138451,2023-04-05T08:21:40.000Z,54.0031558,-0.4303733,32.007,4.113,349.8999,502977,457487
96.00238108634949,1680680870.1384513,2023-04-05T08:21:41.000Z,54.0031946,-0.4303995,32.905,4.348,340.9399,502975,457492
97.00238108634949,1680680871.1384513,2023-04-05T08:21:42.000Z,54.003235,-0.430431,33.35,4.726,336.0827,502973,457496
98.00238275527954,1680680872.138453,2023-04-05T08:21:43.000Z,54.0032768,-0.4304812,32.464,5.382,330.3206,502969,457501
99.00238275527954,1680680873.138453,2023-04-05T08:21:44.000Z,54.0033184,-0.4305293,31.808,5.588,326.8745,502966,457505
100.00238275527954,1680680874.138453,2023-04-05T08:21:45.000Z,54.0033551,-0.4305758,31.49,5.34,323.6587,502963,457509
101.00238275527954,1680680875.138453,2023-04-05T08:21:46.000Z,54.0034005,-0.4306172,31.779,5.511,324.5994,502960,457514
102.0023832321167,1680680876.1384535,2023-04-05T08:21:47.000Z,54.0034447,-0.4306633,31.871,5.614,325.245,502957,457519
103.0023832321167,1680680877.1384535,2023-04-05T08:21:48.000Z,54.003494,-0.4307051,32.288,5.759,326.4144,502954,457524
