time_offset,timestamp,ax,ay,az,wx,wy,wz,mx,my,mz
0.002279520034790039,1680681509.408589,0.097900390625,0.0546875,-1.0927734375,2.54058837890625,1.2664794921875,1.21307373046875,12.01171875,-26.953125,-49.8046875
0.05228066444396973,1680681509.45859,0.003173828125,-0.017822265625,-1.01123046875,-6.14166259765625,3.7384033203125,0.9613037109375,11.1328125,-27.24609375,-50.68359375
0.10228157043457031,1680681509.508591,0.008056640625,0.052001953125,-0.9970703125,-1.2664794921875,3.3416748046875,1.434326171875,12.744140625,-27.392578125,-50.830078125
0.1522822380065918,1680681509.5585916,0.033447265625,0.0361328125,-1.014892578125,-1.53350830078125,0.030517578125,0.5645751953125,10.83984375,-26.66015625,-51.85546875
0.20228266716003418,1680681509.608592,0.031982421875,0.051025390625,-1.020263671875,-0.92315673828125,1.3580322265625,1.4801025390625,12.3046875,-27.5390625,-51.26953125
0.25228333473205566,1680681509.6585927,0.017578125,0.074462890625,-1.000244140625,-0.6866455078125,1.89971923828125,0.701904296875,10.986328125,-26.513671875,-49.951171875
0.30228400230407715,1680681509.7085934,0.03564453125,0.03759765625,-1.003173828125,-0.64849853515625,1.30462646484375,1.33514404296875,12.3046875,-26.3671875,-50.390625
0.35228395462036133,1680681509.7585933,0.037841796875,0.062744140625,-1.011962890625,-0.274658203125,1.10626220703125,0.9307861328125,10.83984375,-26.07421875,-49.21875
0.4022853374481201,1680681509.8085947,0.03369140625,0.038330078125,-1.029052734375,-0.1068115234375,1.62506103515625,1.190185546875,11.865234375,-26.220703125,-50.244140625
0.4522852897644043,1680681509.8585947,0.035400390625,0.0556640625,-1.011474609375,-0.8087158203125,1.16729736328125,1.09100341796875,11.71875,-26.3671875,-50.9765625
0.502286434173584,1680681509.9085958,0.0361328125,0.041259765625,-1.00634765625,-0.640869140625,1.3427734375,0.51116943359375,12.3046875,-26.3671875,-50.9765625
0.5522873401641846,1680681509.9585967,0.037841796875,0.031982421875,-1.01123046875,-1.129150390625,1.4801025390625,1.251220703125,12.158203125,-26.513671875,-50.830078125
0.602287769317627,1680681510.0085971,0.033447265625,0.04736328125,-1.004150390625,-1.45721435546875,1.312255859375,0.34332275390625,11.42578125,-25.1953125,-50.390625
0.6522893905639648,1680681510.0585988,0.04541015625,-0.000732421875,-1.012939453125,-2.2430419921875,1.18255615234375,1.129150390625,12.01171875,-26.07421875,-49.51171875
0.7022902965545654,1680681510.1085997,0.035400390625,0.048828125,-1.009033203125,-3.18145751953125,0.9918212890625,0.84686279296875,11.71875,-27.5390625,-51.26953125
0.7522914409637451,1680681510.1586008,0.037841796875,0.028564453125,-1.00927734375,-3.3111572265625,1.16729736328125,0.7476806640625,11.865234375,-26.220703125,-50.244140625
0.8022918701171875,1680681510.2086012,0.03369140625,0.05615234375,-1.01123046875,-4.2877197265625,1.1749267578125,0.98419189453125,10.546875,-25.78125,-51.26953125
0.8522930145263672,1680681510.2586024,0.03955078125,0.042236328125,-1.010986328125,-4.50897216796875,0.9307861328125,0.54168701171875,11.279296875,-26.513671875,-49.951171875
0.9022932052612305,1680681510.3086026,0.0263671875,0.035888671875,-0.987548828125,-3.95965576171875,1.6021728515625,0.9307861328125,11.572265625,-27.392578125,-50.537109375
0.9522933959960938,1680681510.3586028,0.015625,0.060546875,-1.016845703125,-5.37109375,0.95367431640625,0.4730224609375,11.42578125,-26.66015625,-49.51171875
1.0038046836853027,1680681510.410114,0.031494140625,0.041259765625,-1.010009765625,-6.06536865234375,0.732421875,0.78582763671875,11.1328125,-25.78125,-50.390625
1.0538055896759033,1680681510.460115,0.04345703125,0.032470703125,-1.007080078125,-6.4849853515625,0.46539306640625,1.0833740234375,10.400390625,-26.806640625,-49.658203125
1.1038062572479248,1680681510.5101156,0.047607421875,0.143798828125,-1.036376953125,-7.22503662109375,0.7476806640625,0.48828125,9.521484375,-25.634765625,-49.365234375
1.1538078784942627,1680681510.5601172,0.052734375,0.19580078125,-1.0244140625,-6.6986083984375,0.579833984375,1.35040283203125,10.400390625,-25.341796875,-50.244140625
1.2038087844848633,1680681510.6101182,0.023681640625,0.107666015625,-0.99462890625,-4.82940673828125,1.76239013671875,1.0986328125,10.400390625,-24.755859375,-51.708984375
1.2538094520568848,1680681510.6601188,0.021240234375,0.23779296875,-1.001953125,-2.11334228515625,0.69427490234375,0.78582763671875,10.107421875,-25.927734375,-51.416015625
1.303809404373169,1680681510.7101188,0.0087890625,0.115478515625,-0.9765625,0.80108642578125,0.244140625,0.41961669921875,10.107421875,-26.513671875,-51.123046875
1.3538093566894531,1680681510.7601187,0.085205078125,-0.00732421875,-1.009521484375,2.8076171875,-0.244140625,2.92205810546875,10.107421875,-25.927734375,-51.123046875
1.403810739517212,1680681510.81012,-0.11474609375,0.047607421875,-1.0283203125,-0.6103515625,4.52423095703125,0.60272216796875,9.9609375,-26.07421875,-51.85546875
1.4538116455078125,1680681510.860121,0.01416015625,-0.170654296875,-1.02294921875,-5.08880615234375,-0.69427490234375,-0.6103515625,10.25390625,-26.3671875,-50.09765625
1.5038118362426758,1680681510.9101212,0.0859375,0.001953125,-0.999267578125,-11.54327392578125,1.24359130859375,2.12860107421875,10.400390625,-26.220703125,-52.587890625
1.55381178855896,1680681510.9601212,0.1474609375,-0.03076171875,-0.984619140625,-14.57977294921875,1.5869140625,-0.05340576171875,9.228515625,-26.513671875,-50.830078125
1.6038124561309814,1680681511.0101218,0.017333984375,0.21435546875,-0.997314453125,-13.75579833984375,-0.25177001953125,0.518798828125,9.814453125,-25.048828125,-51.416015625
1.6538124084472656,1680681511.0601218,-0.06005859375,0.121337890625,-0.974365234375,-14.25933837890625,0.18310546875,3.31878662109375,8.935546875,-26.806640625,-51.123046875
1.703812599182129,1680681511.110122,-0.070068359375,0.24755859375,-0.9873046875,-12.4053955078125,1.068115234375,0.05340576171875,7.91015625,-26.953125,-49.8046875
1.7538139820098877,1680681511.1601233,0.021484375,0.033447265625,-0.97412109375,-12.4664306640625,1.5106201171875,2.08282470703125,7.6171875,-26.953125,-50.390625
1.80381441116333,1680681511.2101238,0.017822265625,0.16259765625,-1.0458984375,-14.9078369140625,0.6866455078125,4.44793701171875,7.91015625,-26.3671875,-51.26953125
