time_offset,timestamp,revs,distance
4.186734676361084,1680680778.3227482,1,4.149412072
12.163784503936768,1680680786.2998004,2,6.224118107999999
13.393837451934814,1680680787.5298548,3,8.298824144
14.301848888397217,1680680788.4378326,4,10.37353018
15.120702981948853,1680680789.2567198,5,12.448236216
15.833925247192383,1680680789.9699454,6,14.522942252
16.451788187026978,1680680790.5877733,7,16.597648288
17.00386881828308,1680680791.138479,8,18.672354323999997
17.53343892097473,1680680791.6698585,9,20.747060359999995
18.063793182373047,1680680792.192921,10,22.821766395999994
18.614033222198486,1680680792.750021,11,24.896472431999992
19.16404914855957,1680680793.300053,12,26.97117846799999
19.713762998580933,1680680793.84551,13,29.04588450399999
20.22879672050476,1680680794.3647788,14,31.120590539999988
20.730970859527588,1680680794.8670769,15,33.19529657599999
21.214071035385132,1680680795.3500607,16,35.27000261199999
21.694015741348267,1680680795.8300362,17,37.344708647999994
22.163774728775024,1680680796.2963693,18,39.419414683999996
22.619622230529785,1680680796.7556374,19,41.49412072
23.09442162513733,1680680797.2305305,20,43.568826756
23.542468309402466,1680680797.6785758,21,45.643532792
23.985721349716187,1680680798.1220577,22,47.718238828000004
24.441869020462036,1680680798.5779774,23,49.792944864000006
24.885172843933105,1680680799.0211935,24,51.86765090000001
25.34799838066101,1680680799.48398,25,53.94235693600001
25.822486639022827,1680680799.9585946,26,56.01706297200001
26.301785230636597,1680680800.4378948,27,58.091769008000014
26.813886165618896,1680680800.9426105,28,60.166475044000016
27.32858157157898,1680680801.4645996,29,62.24118108000002
27.86584162712097,1680680802.0018115,30,64.31588711600001
28.436258792877197,1680680802.5722742,31,66.39059315200001
29.029415607452393,1680680803.1654606,32,68.465299188
29.620293617248535,1680680803.7563407,33,70.540005224
30.219417333602905,1680680804.3554645,34,72.61471125999999
30.82884454727173,1680680804.9649904,35,74.68941729599999
31.431564807891846,1680680805.5677145,36,76.76412333199998
32.02703523635864,1680680806.1630795,37,78.83882936799998
32.63945913314819,1680680806.7755058,38,80.91353540399997
33.2415657043457,1680680807.3776124,39,82.98824143999997
33.85172653198242,1680680807.987772,40,85.06294747599996
34.474982261657715,1680680808.6110306,41,87.13765351199996
35.164013147354126,1680680809.2936409,42,89.21235954799995
35.91992235183716,1680680810.0559695,43,91.28706558399995
36.63868713378906,1680680810.7747998,44,93.36177161999994
37.289088010787964,1680680811.4250896,45,95.43647765599994
37.84200978279114,1680680811.978103,46,97.51118369199993
38.37819242477417,1680680812.5142355,47,99.58588972799993
38.87969708442688,1680680813.015744,48,101.66059576399992
39.35427761077881,1680680813.490744,49,103.73530179999992
39.83048486709595,1680680813.96653,50,105.81000783599991
40.29793858528137,1680680814.4339583,51,107.8847138719999
40.75489854812622,1680680814.8909454,52,109.9594199079999
41.189977169036865,1680680815.3260229,53,112.0341259439999
41.643192529678345,1680680815.7792096,54,114.10883197999989
42.09752917289734,1680680816.233463,55,116.18353801599989
42.543041944503784,1680680816.6790485,56,118.25824405199988
42.99414038658142,1680680817.1301863,57,120.33295008799988
43.45371770858765,1680680817.5897608,58,122.40765612399987
43.9165256023407,1680680818.0526392,59,124.48236215999987
44.36852669715881,1680680818.5045304,60,126.55706819599986
44.817469120025635,1680680818.9534714,61,128.63177423199986
45.244540214538574,1680680819.3804753,62,130.70648026799986
45.669350147247314,1680680819.8053527,63,132.78118630399987
46.08839440345764,1680680820.2245038,64,134.85589233999988
46.50616264343262,1680680820.6421046,65,136.9305983759999
46.9199640750885,1680680821.0560756,66,139.0053044119999
47.3295361995697,1680680821.4655821,67,141.0800104479999
47.73351430892944,1680680821.8696065,68,143.15471648399992
48.13249182701111,1680680822.2685385,69,145.22942251999993
48.52852129936218,1680680822.6645656,70,147.30412855599994
48.92210531234741,1680680823.0582004,71,149.37883459199995
49.315988540649414,1680680823.4488945,72,151.45354062799996
49.7047860622406,1680680823.8408792,73,153.52824666399997
50.104736328125,1680680824.240739,74,155.60295269999997
50.50225591659546,1680680824.638262,75,157.67765873599998
50.89613914489746,1680680825.0322292,76,159.752364772
51.29709219932556,1680680825.4331386,77,161.827070808
51.7023983001709,1680680825.8384445,78,163.901776844
52.10632634162903,1680680826.2423728,79,165.97648288000002
