time_offset, x, y, speed
397.000000,508085.567119,434341.080254,17.385135
398.000000,508102.523256,434336.810546,17.339395
399.000000,508119.572219,434332.323995,17.413127
400.000000,508136.603461,434328.067354,17.427789
401.000000,508153.695692,434323.540444,17.549621
402.000000,508170.709028,434319.281221,17.390629
403.000000,508187.674997,434315.181542,17.332487
404.000000,508204.680567,434310.766526,17.275232
405.000000,508221.061093,434306.597374,17.015519
406.000000,508237.710178,434302.509526,16.957901
407.000000,508253.945349,434298.520311,16.732198
408.000000,508269.990457,434294.532827,16.649936
409.000000,508285.961428,434290.563895,16.508165
410.000000,508301.887006,434286.658091,16.314705
411.000000,508317.738591,434283.147404,16.128517
412.000000,508333.648145,434279.508648,16.044050
413.000000,508348.918547,434276.266749,15.546609
414.000000,508363.209432,434273.745304,14.809417
415.000000,508377.697580,434271.481760,14.636721
416.000000,508391.785044,434269.031257,14.094894
417.000000,508404.230960,434267.299120,12.703348
418.000000,508415.251316,434266.144075,11.202408
419.000000,508425.770649,434265.703673,10.357646
420.000000,508435.732996,434266.006695,9.905154
421.000000,508445.647601,434266.764140,9.831193
422.000000,508455.676069,434268.177507,10.018957
423.000000,508466.508127,434270.032767,10.710544
424.000000,508477.082645,434270.547980,10.732604
425.000000,508487.940279,434268.377878,10.844130
426.000000,508498.370429,434264.242455,10.841987
427.000000,508508.712799,434258.825880,11.265166
428.000000,508519.605550,434252.965509,11.866965
429.000000,508531.760802,434248.158921,12.721853
430.000000,508544.539585,434243.895239,13.201640
431.000000,508557.520496,434240.593118,13.484891
432.000000,508571.102804,434238.306788,13.718810
433.000000,508584.996181,434236.719828,13.793882
434.000000,508598.522056,434235.303586,13.687531
435.000000,508612.288191,434234.590228,13.676618
436.000000,508626.269402,434233.974144,13.721489
437.000000,508639.748806,434233.386635,13.577758
438.000000,508653.556869,434232.741860,13.692088
439.000000,508666.937225,434232.105507,13.525195
440.000000,508680.658515,434231.405886,13.568649
441.000000,508693.888849,434231.011340,13.201260
442.000000,508706.248587,434230.530161,12.604308
443.000000,508718.175410,434230.274901,12.138681
444.000000,508729.946897,434230.178236,11.723008
445.000000,508741.117192,434229.843019,11.246658
446.000000,508751.995638,434229.634032,10.847689
447.000000,508762.766953,434229.522918,10.484396
448.000000,508772.300699,434229.551244,9.701163
449.000000,508781.177554,434230.030945,8.898898
450.000000,508789.140852,434230.773219,7.830145
451.000000,508795.459319,434231.396359,6.361535
452.000000,508800.539171,434231.856900,5.378197
453.000000,508803.730562,434231.446546,3.249421
454.000000,508804.796616,434231.779808,1.295274
455.000000,508804.678261,434232.354065,0.397328
456.000000,508804.373363,434233.068485,0.106691
457.000000,508804.769638,434233.303504,0.207741
458.000000,508804.975332,434233.751999,0.275469
459.000000,508806.571751,434234.325042,1.762201
460.000000,508809.636958,434235.406305,3.329780
461.000000,508813.814850,434237.420399,4.312176
462.000000,508817.654643,434240.175581,4.486368
463.000000,508821.091000,434243.738933,4.246512
464.000000,508823.584169,434247.448026,3.848055
465.000000,508824.954193,434250.628012,3.258382
466.000000,508825.690175,434254.668506,3.378172
467.000000,508825.374282,434259.818407,3.992002
468.000000,508824.411200,434266.004501,4.780039
469.000000,508823.111588,434273.008688,5.503722
470.000000,508821.036313,434280.113280,5.922200
471.000000,508818.557995,434288.241600,6.663217
472.000000,508815.790862,434294.852459,6.310125
473.000000,508813.005862,434301.709994,6.493861
474.000000,508810.310230,434308.684957,6.534953
475.000000,508807.992656,434313.839765,5.676992
476.000000,508806.690887,434317.321871,4.616267
477.000000,508805.626805,434320.196090,4.010711
478.000000,508803.975095,434322.483865,3.586113
479.000000,508802.952831,434323.648607,2.616043
480.000000,508801.312198,434326.960333,3.522507
481.000000,508798.292034,434332.933823,5.280413
482.000000,508793.830147,434339.051971,6.144480
483.000000,508788.835935,434344.192623,6.262665
484.000000,508782.858549,434349.939017,7.052543
485.000000,508775.909949,434354.095665,7.331820
486.000000,508768.608642,434358.985839,7.788920
487.000000,508762.331677,434363.898299,7.497183
488.000000,508757.461481,434369.236366,6.780551
489.000000,508754.492907,434374.833956,6.163286
490.000000,508755.656773,434383.715810,6.397517
491.000000,508758.895325,434392.928756,7.108504
492.000000,508765.416967,434401.259643,7.879737
493.000000,508774.290026,434399.532663,5.005395
494.000000,508782.405867,434396.630888,5.274440
495.000000,508790.736525,434394.385791,6.473336
496.000000,508800.302891,434392.649532,7.820572
497.000000,508810.453452,434390.424639,8.451323
498.000000,508819.852055,434388.301359,8.249525
499.000000,508828.150745,434386.432429,7.599706
500.000000,508835.029454,434384.963446,6.785943
501.000000,508841.240329,434384.260149,6.378730
